id,address,name,latitude,longitude,googleMapsUri,websiteUri,type,district
ChIJ70BRdclXzpQRvaY4MlCj-kc,"R. Caraça, 215 - Vila Madalena, São Paulo",Escola de Educação Infantil Alto de Pinheiros,-23.5502871,-46.70187840000001,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce57c9755140ef:0x47faa3503238a6bd!10e5,http://www.escolaaltodepinheiros.com.br/,school,Alto de Pinheiros São Paulo
ChIJR_6deb5XzpQRxqMOg6IEoDI,"R. Carlos Rath, 277 - Alto de Pinheiros, São Paulo",Escola Hiboo - Alto de Pinheiros,-23.5602156,-46.7048632,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce57be799dfe47:0x32a004a2830ea3c6!10e5,http://www.hiboo.com.br/,school,Alto de Pinheiros São Paulo
ChIJA1vPTy9WzpQR21Gj3EuIYBs,"R. Pedralva, 290 - Alto de Pinheiros, São Paulo",BlueBe School Escola e Berçário Alto de Pinheiros,-23.543589,-46.7184472,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce562f4fcf5b03:0x1b60884bdca351db!10e5,http://www.bluebeschool.com.br/,school,Alto de Pinheiros São Paulo
ChIJ-Qhv0yhWzpQRjmb_iMpibfY,"Bloco 79 - Alto de Pinheiros, São Paulo",E.E. Emiliano Augusto Cavalcanti De Albuquerque E Melo,-23.543165,-46.7170448,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5628d36f08f9:0xf66d62ca88ff668e!10e5,http://instagram.com/escoladica,school,Alto de Pinheiros São Paulo
ChIJ1xJMKCZWzpQRrP2kV8Cm49c,"Avenida Padre Pereira de Andrade, 575, Av. Imperatriz Leopoldina, 1799 - Alto de Pinheiros, São Paulo",Maple Bear Alto de Pinheiros,-23.535865,-46.72618569999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5626284c12d7:0xd7e3a6c057a4fdac!10e5,https://maplebearpinheiros.com.br/,school,Alto de Pinheiros São Paulo
ChIJKcZCUdj5zpQRtZonJLfpPY8,"R. Antônio Raposo, 87 - Lapa, São Paulo",Escola Estadual Anhanguera,-23.5216935,-46.7057744,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94cef9d85142c629:0x8f3de9b724279ab5!10e5,https://www.instagram.com/escolaestadualanhanguera/,school,Anhanguera São Paulo
ChIJSaz6omZnzpQRUO8qNvHuJrM,"Av. Odilon Pires, 79 - Jardim Aricanduva, São Paulo",Colégio JD Aricanduva,-23.5665698,-46.5103811,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6766a2faac49:0xb326eef1362aef50!10e5,http://colegiojardimaricanduva.com.br/,school,Aricanduva São Paulo
ChIJpcaEmmVnzpQRei2zBbWfZk0,"Av. Francisco José Resende, 60 - Jardim Aricanduva, São Paulo",Escola de Educação Infantil Aricanduva Baby,-23.5685495,-46.5076289,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67659a84c6a5:0x4d669fb505b32d7a!10e5,,school,Aricanduva São Paulo
ChIJI1NFj2lezpQRk3dduf1yBWk,"Rua Edgar de Sousa, 636 - Vila Aricanduva, São Paulo",Colégio Objetivo Vila Aricanduva,-23.5364898,-46.540719,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5e698f455323:0x690572fdb95d7793!10e5,,school,Aricanduva São Paulo
ChIJUTYidWVnzpQRZN54CiJkx1s,"Av. Odilon Pires, 160 - Jardim Aricanduva, São Paulo",Colégio chave do saber,-23.5661999,-46.5095774,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce676575223651:0x5bc764220a78de64!10e5,https://colegiochavedosaber.com.br/,school,Aricanduva São Paulo
ChIJxdjRwXBnzpQRKSELQ05-6-I,"Av. Rio das Pedras, 2367, 2377 - Jardim Aricanduva, São Paulo",Colégio Costa Aguiar,-23.573567099999998,-46.5050191,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6770c1d1d8c5:0xe2eb7e4e430b2129!10e5,http://www.colegiocostaaguiar.com.br/,school,Aricanduva São Paulo
ChIJbyRv-pNnzpQRfplZ-eYTEaQ,"Av. Rio das Pedras, 1215 - Jardim Aricanduva, São Paulo",Escola Microlins Aricanduva,-23.5655494,-46.5122881,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6793fa6f246f:0xa41113e6f959997e!10e5,,school,Aricanduva São Paulo
ChIJN2Px-gBnzpQRLBw5ZJ-1lyQ,"Rua Coronel Albert de Rochas D'Aiglum, 50 - Vila Aricanduva, São Paulo",EMEF José Querino Ribeiro,-23.5691435,-46.4812641,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6700faf16337:0x2497b59f64391c2c!10e5,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/menuescola.aspx?Cod=019143,school,Aricanduva São Paulo
ChIJlbbxkFVQzpQRli8DxljtNEs,"Av. Mário Lopes Leão, 120 - Santo Amaro, São Paulo",Escola Estadual Professor Alberto Conte,-23.6499779,-46.7070714,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce505590f1b695:0x4b34ed58c6032f96!10e5,,school,Santo Amaro São Paulo
ChIJe2qRDUJezpQREPy-8m4zrCU,"R. Dr. Luís Carlos, 740 - Vila Aricanduva, São Paulo",EE Dona Zalina Rolim,-23.5352874,-46.5441993,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5e420d916a7b:0x25ac336ef2befc10!10e5,http://portalzalinarolim.blogspot.com.br/,school,Aricanduva São Paulo
ChIJebVPkK1nzpQRS1OLwx3T5-Y,"Av. Aricanduva, 11555 - Aricanduva, São Paulo",Cei Aricanduva,-23.5843629,-46.48882649999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67ad904fb579:0xe6e7d31dc38b534b!10e5,,school,Aricanduva São Paulo
ChIJweaiSXhRzpQR2VvLwO60Ha0,"Av. Adolfo Pinheiro, 340 - Santo Amaro, São Paulo",Escola ZION - Santo Amaro,-23.6499153,-46.7039565,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce517849a2e6c1:0xad1db4eec0cb5bd9!10e5,http://escolazion.com/,school,Santo Amaro São Paulo
ChIJM231q2pezpQRiak0vDIpYvA,"R. Dr. Luís Carlos, 1400 - Vila Aricanduva, São Paulo",EE Profa. Marisa de Mello,-23.5340264,-46.53743559999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5e6aabf56d33:0xf0622932bc34a989!10e5,,school,Aricanduva São Paulo
ChIJc49N5IBnzpQRvlUK8doHbC4,"R. Américo Alves, 311 - Aricanduva, São Paulo",Educandário Anjinho Feliz,-23.5853097,-46.5146756,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6780e44d8f73:0x2e6c07daf10a55be!10e5,,school,Aricanduva São Paulo
ChIJj4AOamFnzpQR8qzYiQxo-Yo,"Av. Rio das Pedras, 2022 - Jardim Aricanduva, JARDIM",ESCOLA ESTADUAL PROFESSOR MOACYR CAMPOS (MOCAM),-23.5709441,-46.5076402,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67616a0e808f:0x8af9680c89d8acf2!10e5,http://www.educacao.sp.gov.br/cgrh/escolas/moacyr-campos-professor/,school,Aricanduva São Paulo
ChIJE3IE16BRzpQRlFWPvBUdp88,"Rua Comendador Elias Zarzur, 320 - Santo Amaro, São Paulo",Anglo Alante Chácara Santo Antonio,-23.6498701,-46.70045589999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce51a0d7047213:0xcfa71d15bc8f5594!10e5,http://www.angloalante.com.br/,school,Santo Amaro São Paulo
ChIJA9dDZ2tezpQRasI2b3qISqs,"Rua Frei Mont'Alverne, 445 - Vila Aricanduva, São Paulo",Colégio Bom Jesus Vicente Pallotti,-23.5366728,-46.5372688,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5e6b6743d703:0xab4a887a6f36c26a!10e5,https://bomjesus.br/unidades/?unidade=vicentepallotti,school,Aricanduva São Paulo
ChIJv_cUNvVdzpQR3ovZK5sJBqk,"Rua Antônio La Giudice, 580 - Jardim Aricanduva, São Paulo","ESC.PART. PRIMEIRAS LETRINHAS, E. E. I.",-23.5659458,-46.5113197,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5df53614f7bf:0xa906099b2bd98bde!10e5,,school,Aricanduva São Paulo
ChIJqzaUsWBnzpQRX3B2RpTceO4,"Av. Governador Adhemar Pereira de Barros, 133/145 - Jardim Aricanduva, São Paulo",BERÇÁRIO E EDUCAÇÃO INFANTIL PORTINHA ENCANTADA,-23.5634798,-46.511914,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6760b19436ab:0xee78dc944676705f!10e5,http://www.portinhaencantada.com.br/,school,Aricanduva São Paulo
ChIJ94Hh6lNQzpQRQ0v3ri9xIBY,"R. Sen. Fláquer, 198 - Santo Amaro, São Paulo",Colégio Sto Amaro,-23.6548549,-46.7054446,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5053eae181f7:0x1620712faef74b43!10e5,,school,Santo Amaro São Paulo
ChIJF3o3Ov9QzpQRwGYFvPJXSjw,"R. Cel. Luís Barroso, 390 - Santo Amaro, São Paulo",Colégio Paralelo,-23.6472285,-46.70485619999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce50ff3a377a17:0x3c4a57f2bc0566c0!10e5,http://paralelo.g12.br/,school,Santo Amaro São Paulo
ChIJAxe-O2FnzpQRbjm9-i0CnxE,"Av. Rio das Pedras, 1272 - Jardim Aricanduva, São Paulo",Wise Up Aricanduva,-23.5661482,-46.512273,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67613bbe1703:0x119f022dfabd396e!10e5,,school,Aricanduva São Paulo
ChIJG_7Jeg1ezpQR0XRHzfzbSo0,"R. Lutécia, 1935 - Vila Carrão, São Paulo",Escolinha Do Corinthians Chute Inicial Aricanduva,-23.5602821,-46.5408448,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5e0d7ac9fe1b:0x8d4adbfccd4774d1!10e5,http://www.chuteinicialaricanduvacarrao.com/,school,Aricanduva São Paulo
ChIJ97G_bAdRzpQRU3_v_IFDgdk,"Av. Mário Lopes Leão, 1050 - Santo Amaro, São Paulo",E.E. Profª Maria Petronila Limeira dos Milagres Monteiro,-23.6511205,-46.71511170000001,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce51076cbfb1f7:0xd9814381fcef7f53!10e5,,school,Santo Amaro São Paulo
ChIJNT9V0W5nzpQRPVwjjrpYJ_k,"Av. Aricanduva, 5555 - Jardim Aricanduva, São Paulo",Wizard by Pearson Shopping Aricanduva,-23.5655275,-46.5010009,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce676ed1553f35:0xf92758ba8e235c3d!10e5,https://www.wizard.com.br/escolas/shoppingaricanduva/,school,Aricanduva São Paulo
ChIJfdgwRHFnzpQRJBKApdzz4rE,"Av. Olga Fadel Abarca, 125 - Jardim Santa Teresinha, São Paulo",Escola e berçário Cata-vento e Colégio Cv- Anos iniciais,-23.571079,-46.502754,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67714430d87d:0xb1e2f3dca5801224!10e5,,school,Aricanduva São Paulo
ChIJAQAAqIJnzpQRAG819nRCnLo,"Praça Cândido Mendes de Almeida, 184 - Jardim Novo Carrao, São Paulo",EE Professora Aracy Leme da Veiga Ravache,-23.5803438,-46.5075952,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6782a8000001:0xba9c4274f6356f00!10e5,http://www.educacao.sp.gov.br/cgrh/escolas/aracy-leme-da-veiga-ravache-professora/,school,Aricanduva São Paulo
ChIJO4XalzRnzpQR9n-U0wFEOrU,"R. Des. Rocha Portela, 464 - Vila Santa Teresa, São Paulo",EMEF Arthur Alvim,-23.5386052,-46.4934013,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce673497da853b:0xb53a4401d3947ff6!10e5,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/menuescola.aspx?Cod=094030,school,Artur Alvim São Paulo
ChIJhaSP0TNnzpQR4xNElXQGUAQ,"R. Maj. Boaventura, 197 - Artur Alvim, São Paulo",Escola Isaac Newton - Artur Alvim,-23.5405054,-46.4899235,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6733d18fa485:0x4500674954413e3!10e5,https://alvim.isaacnewton.com.br/,school,Artur Alvim São Paulo
ChIJaZUn5M9gzpQRd1W5AW_7lak,"R. Juazeiro do Norte, 582 - Jardim Artur Alvim, São Paulo",Colégio Augusto Silva,-23.5269758,-46.4877087,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce60cfe4279569:0xa995fb6f01b95577!10e5,http://www.colegioaugustosilva.com/,school,Artur Alvim São Paulo
ChIJp6FuT_hQzpQRUgRYKQ9AgiY,"Av. Adolfo Pinheiro, 893 - Santo Amaro, São Paulo",Colégio Jesus Maria José - Unidade São Paulo,-23.6454426,-46.701215499999996,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce50f84f6ea1a7:0x2682400f29580452!10e5,http://www.colegiojesusmariajose.org.br/sp/,school,Santo Amaro São Paulo
ChIJ_QAb6CBnzpQREbqE0xE64B8,"Rua Andréa Feliciano, 501 - Conj. Hab. Padre Manoel de Paiva, São Paulo",ESCOLA ESTADUAL ANTÔNIO SYLVIO DA CUNHA BUENO,-23.5483223,-46.4812002,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6720e81b00fd:0x1fe03a11d384ba11!10e5,,school,Artur Alvim São Paulo
ChIJvV6Q-iVnzpQRx-BtjIjRPRs,"Metrô Artur Alvim - Av. Padre Sena Freitas, 93 - Parque Artur Alvim, São Paulo",Recanto do Anjinho,-23.5442895,-46.4831988,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6725fa905ebd:0x1b3dd1888c6de0c7!10e5,https://recantoanjinho.wixsite.com/recantoanjinho,school,Artur Alvim São Paulo
ChIJAz8jkn9QzpQRWe9zY8MucvM,"Av. Dr. Lino de Moraes Leme, 1090 - Vila Alexandria, São Paulo",Diretoria Regional de Educação Santo Amaro,-23.6410858,-46.6657014,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce507f92233f03:0xf3722ec36373ef59!10e5,https://educacao.sme.prefeitura.sp.gov.br/diretoria-regional-de-educacao-santo-amaro/,school,Santo Amaro São Paulo
ChIJx0UsBi9nzpQRpswfgb_KZV0,"R. Pedreira de Magalhães, 185 - Parque Artur Alvim, São Paulo",COLÉGIO PAN TERRA,-23.542231,-46.4854225,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce672f062c45c7:0x5d65cabf811fcca6!10e5,http://panterra.com.br/,school,Artur Alvim São Paulo
ChIJWwy7sjxnzpQRkvmypZ7T4io,"Av. Waldemar Tietz, 1521 - Artur Alvim, São Paulo",EMEF Padre Serafim Martinez Gutierrez,-23.5515419,-46.4821976,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce673cb2bb0c5b:0x2ae2d39ea5b2f992!10e5,http://www.dataescolabrasil.inep.gov.br/,school,Artur Alvim São Paulo
ChIJFTiKCzRnzpQRDQ3qhHyIuIw,"Rua Henrique Jacobs, 363 - Vila Nhocuné, São Paulo",Colégio Líder Objetivo,-23.5389406,-46.4916552,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67340b8a3815:0x8cb8887c84ea0d0d!10e5,https://colegioliderobjetivo.com.br/,school,Artur Alvim São Paulo
ChIJa__I9CFnzpQRR4CWdCrjSBo,"Av. Waldemar Tietz, 1477 - Artur Alvim, São Paulo",Escola Técnica Estadual Tereza Aparecida Cardoso Nunes de Oliveira,-23.551482,-46.48172599999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6721f4c8ff6b:0x1a48e32a74968047!10e5,https://etecterezanunes.cps.sp.gov.br/,school,Artur Alvim São Paulo
ChIJsVg7BIhRzpQRj0fnnlTs6F0,"R. Barão do Rio Branco, 259 - 1º Andar - Santo Amaro, São Paulo",Supletivo Urgente - Santo Amaro,-23.6530021,-46.7086048,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5188043b58b1:0x5de8ec549ee7478f!10e5,http://supletivourgente.com.br/,school,Santo Amaro São Paulo
ChIJQXEIlQRRzpQRjZuRoFFVxb4,"R. Dr. Fritz Martin, 121 - Vila Cruzeiro, São Paulo",Cruz Azul de São Paulo - Colégio PM – Unidade Santo Amaro,-23.644211,-46.7153457,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce510495087141:0xbec55551a0919b8d!10e5,http://www.cruzazulsp.com.br/,school,Santo Amaro São Paulo
ChIJp-OlByZnzpQRh1cZf4D1x0I,"E.E.P.G. Prof. Oswaldo Aranha Bandeira de Mello - Av. Padre Sena Freitas, 196 - Parque a Alvim, São Paulo",Escola Estadual Oswaldo Aranha B de Mello,-23.5441508,-46.4849799,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce672607a5e3a7:0x42c7f5807f195787!10e5,http://www.educacao.sp.gov.br/cgrh/escolas/oswaldo-aranha-b-de-mello-prof/,school,Artur Alvim São Paulo
ChIJPQFoGMtgzpQRrvo_dskKYZM,"R. Demerval Lessa, 72 - Artur Alvim, São Paulo",Colégio Alfa Omega,-23.5361285,-46.4942323,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce60cb1868013d:0x93610ac9763ffaae!10e5,https://www.colegioalfaomega.com.br/,school,Artur Alvim São Paulo
ChIJ5zUFmy9nzpQRXA0eXRy1VD0,"R. Maria Eugênia Célso, 255 - Parque Artur Alvim, São Paulo",CEI DIRET SANTA BARBARA,-23.5435194,-46.4852011,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce672f9b0535e7:0x3d54b51c5d1e0d5c!10e5,http://ceistabarbara.blogspot.com.br,school,Artur Alvim São Paulo
ChIJ10vdrVhnzpQRa_m8jf_vkL0,"R. Patativa, 110 - Sala 1 Unidade - Artur Alvim, São Paulo",Colégio Redimir Prime | Supletivo à distância | Supletivo EAD | Centro de aprendizagem à distância,-23.539913,-46.4816486,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6758addd4bd7:0xbd90efff8dbcf96b!10e5,,school,Artur Alvim São Paulo
ChIJt_uh8FVQzpQRVR1eaAHtnAc,"Estação Adolfo Pinheiro - Rua Doutor Antônio Bento, 113 Próximo a - Santo Amaro, São Paulo",Colégio Praxis,-23.6492117,-46.7050466,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5055f0a1fbb7:0x79ced01685e1d55!10e5,http://www.colegiopraxis.com.br/,school,Santo Amaro São Paulo
ChIJXYR1yDNnzpQRJ0qq2CWIS3g,"R. Fernandes Pereira, 690 - Vila Nhocuné, São Paulo",Escola Estadual Professora Maria Augusta de Avila,-23.5401662,-46.4906904,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6733c875845d:0x784b8825d8aa4a27!10e5,,school,Artur Alvim São Paulo
ChIJBbCPciBnzpQRBxX8DJHU6xg,"Condomínio Benevento IV - R. Davi Banderali - Artur Alvim, São Paulo",escola Sefam,-23.5498541,-46.4784105,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6720728fb005:0x18ebd4910cfc1507!10e5,,school,Artur Alvim São Paulo
ChIJAevQhtxnzpQRCXgsvtErAjg,"R. José Balangio, 43 - Artur Alvim, São Paulo",Escola de Especialistas EAD,-23.5522832,-46.4857235,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce67dc86d0eb01:0x38022bd1be2c7809!10e5,https://linktr.ee/escoladeespecialistasead,school,Artur Alvim São Paulo
ChIJY3qCkS9nzpQRcw27oUUgyTU,"R. Maria Eugênia Célso, 295 - Parque Artur Alvim, São Paulo",EMEI IBIAPABA MARTINS,-23.5437719,-46.4855913,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce672f91827a63:0x35c92045a1bb0d73!10e5,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/menuescola.aspx?Cod=090701,school,Artur Alvim São Paulo
ChIJr4YZYTZnzpQRaGcFJ7sSqKc,"R. Des. Rocha Portela, 757 - Artur Alvim, São Paulo",Ctrl+Play Artur Alvim,-23.5383924,-46.4914747,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6736611986af:0xa7a812bb27056768!10e5,https://ctrlplay.com.br/,school,Artur Alvim São Paulo
ChIJWWp7ddBgzpQRfg4pl-P_Ox8,"R. Itapipinas, 570 - Jardim Artur Alvim, São Paulo",EMEI Prof. Marciano Vasques Pereira,-23.525151,-46.4860263,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce60d0757b6a59:0x1f3bffe397290e7e!10e5,,school,Artur Alvim São Paulo
ChIJ5bhH0DFnzpQRzjQOMro5kys,"Rua Plínio Cavalcanti, 411 - Parque Artur Alvim, São Paulo",C.E.I Carlos Jacob,-23.5421123,-46.4879091,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce6731d047b8e5:0x2b9339ba320e34ce!10e5,,school,Artur Alvim São Paulo
ChIJW0p4BxRYzpQRgR2SvHZKHZo,"R. Lopes de Oliveira, 510/530 - Barra Funda, São Paulo",Colégio São Gonçalo,-23.5314912,-46.6555793,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce581407784a5b:0x9a1d4a76bc921d81!10e5,http://www.saogoncalosp.com.br/,school,Barra Funda São Paulo
ChIJp3x1gRdYzpQR6ybT_VTpZIk,"L. Padre Péricles, 48 - Barra Funda, São Paulo",Caminhando Colegio,-23.5316704,-46.66275760000001,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce581781757ca7:0x8964e954fdd326eb!10e5,https://colegiocaminhando.com.br/,school,Barra Funda São Paulo
ChIJyeAuPDxYzpQRlaS5ueJJNDM,"R. Prof. Walter Lerner, 315 - Várzea da Barra Funda, São Paulo",Colégio Renascença,-23.5183819,-46.6619628,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce583c3c2ee0c9:0x333449e2b9b9a495!10e5,http://www.renascenca.br/pt/,school,Barra Funda São Paulo
ChIJf1_plRRYzpQR-Je1krGmHOA,"R. Vitorino Carmilo, 621 - Barra Funda, São Paulo",Escola Estadual - E.E. Conselheiro Antônio Prado,-23.5318978,-46.6522832,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce581495e95f7f:0xe01ca6b192b597f8!10e5,http://www.educacao.sp.gov.br/cgrh/escolas/antonio-prado-conselheiro/,school,Barra Funda São Paulo
ChIJ3wVf4hAIoCgR0sYxRsLHscs,"R. Conselheiro Brotero, 528 - Barra Funda, São Paulo",Escola de Pais XD,-23.531383,-46.65847979999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x28a00810e25f05df:0xcbb1c7c24631c6d2!10e5,https://escoladepaisxd.com.br/,school,Barra Funda São Paulo
ChIJQZE6cxFYzpQR-cf-686G1ds,"R. Conselheiro Brotero, 371 - Barra Funda, São Paulo",INSTITUTO MARANATA DE ENSINO SC LTDA,-23.5304029,-46.6570196,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5811733a9141:0xdbd586ceebfec7f9!10e5,,school,Barra Funda São Paulo
ChIJAwGrKABZzpQRrQD8akVzkHo,"R. Prof. Walter Lerner, 129 - Várzea da Barra Funda, São Paulo",COC BARRA FUNDA,-23.5207691,-46.6627671,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce590028ab0103:0x7a9073456afc00ad!10e5,https://www.instagram.com/coc_barrafunda/,school,Barra Funda São Paulo
ChIJM7Yro_hXzpQRP5e5GsC2l_c,"R. Dona Germaine Burchard, 197 - Água Branca, São Paulo",Casa de Aprendizagens - Escola De Educação Infantil e Ensino Fundamental,-23.5285005,-46.6712126,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce57f8a32bb633:0xf797b6c01ab9973f!10e5,https://casadeaprendizagens.com.br/,school,Barra Funda São Paulo
ChIJKchFdQlYzpQRSjvrPy_gUts,"Av. Dr. Abraão Ribeiro, 526 - Bom Retiro, São Paulo",Escola Estadual Canuto do Val,-23.5202786,-46.6568607,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce58097545c829:0xdb52e02f3feb3b4a!10e5,http://www.educacao.sp.gov.br/cgrh/escolas/canuto-val/,school,Barra Funda São Paulo
ChIJyyD6RflXzpQR-h5XwSnFZxs,"R. Airosa Galvão, 127 - Barra Funda, São Paulo",Colégio Brasil Canadá - Educação Bilíngue,-23.5293843,-46.6743756,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce57f945fa20cb:0x1b67c529c1571efa!10e5,http://colegiobrasilcanada.com.br/,school,Barra Funda São Paulo
ChIJg3HjNmtZzpQRaFjnRkKCnZs,"R. Leonardo Jones Júnior, 320 - Barra Funda, São Paulo",Cei Raphaela Capellano Dias,-23.52397,-46.656432,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce596b36e37183:0x9b9d824246e75868!10e5,,school,Barra Funda São Paulo
ChIJGUMsX7tZzpQRk8TGU0sMp9Q,"R. Joaquim Manuel de Macedo, 329 - Barra Funda, São Paulo",Escola Pitiguari Berçário e Educação Infantil,-23.5224679,-46.663309,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce59bb5f2c4319:0xd4a70c4b53c6c493!10e5,http://pitiguari.com.br/,school,Barra Funda São Paulo
ChIJUTGM-AP4zpQR8eI7c9fFoGM,"Av. Marquês de São Vicente, 1748 - Várzea da Barra Funda, São Paulo",Beit Yaacov Escola,-23.5179195,-46.67770180000001,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94cef803f88c3151:0x63a0c5d7733be2f1!10e5,http://www.beityaacov.com.br/,school,Barra Funda São Paulo
ChIJR3Vg4hpYzpQRKGEbZXaDkN8,"R. Marta, 33 - Perdizes, São Paulo",Escola Estadual Pedro II,-23.5305406,-46.66325339999999,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce581ae2607547:0xdf908376651b6128!10e5,https://www.educacao.sp.gov.br/ee-pedro-ii-e-patrimonio-historico-da-capital/,school,Barra Funda São Paulo
ChIJJ5F8IQxYzpQRr_pnvLGTxJs,"R. Leonardo Jones Júnior, 34 - Barra Funda, São Paulo",EMEI ANTONIO FIGUEIREDO AMARAL,-23.5240043,-46.6561953,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce580c217c9127:0x9bc493b1bc67faaf!10e5,,school,Barra Funda São Paulo
ChIJR-5X_nD3zpQRgUhfVaJ544I,"Rua Dr. Rubens Meireles, 281 - Várzea da Barra Funda, São Paulo",Builders School | B2 - Rubens Meireles,-23.5190922,-46.6658888,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94cef770fe57ee47:0x82e379a2555f4881!10e5,https://builders.com.br/,school,Barra Funda São Paulo
ChIJkciV_1lQzpQRS6Ay7rG54lU,"R. Padre José de Anchieta, 1062 - Santo Amaro, São Paulo",Colégio Poly Master,-23.6517195,-46.6994356,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5059ff95c891:0x55e2b9b1ee32a04b!10e5,http://colegiopolymaster.com.br/,school,Santo Amaro São Paulo
ChIJUfXEsARYzpQRZ2Xah9CzX8c,"R. Tagipuru, 242 - Barra Funda, São Paulo",Senai Alimentos (Barra Funda),-23.5295782,-46.664843,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94ce5804b0c4f551:0xc75fb3d087da6567!10e5,http://alimentos.sp.senai.br/,school,Barra Funda São Paulo
ChIJV9zaZO75zpQRWzJuHyh8j4w,"R. Clélia, 674 - Barra Funda, São Paulo",Camino School,-23.524767,-46.6889648,https://www.google.com/maps/place//data=!4m3!3m2!1s0x94cef9ee64dadc57:0x8c8f7c281f6e325b!10e5,http://caminoschool.com.br/,school,Barra Funda São Paulo
